['羽毛球集锦', ['羽毛球', '集锦', '空', '空', '空'], ['体育其它', '体育类'], ['中央电视台体育频道']]
['尼泊尔8.1级地震特别报道', ['尼泊尔', '8.1', '级', '地震', '特别'], ['新闻/时事类', '大型新闻事件'], ['西藏电视台汉语卫视']]
['盛糖乐队', ['盛糖', '乐队', '空', '空', '空'], ['内地电影', '电影类'], ['中央电视台电影频道']]
['男生女生闯天涯', ['男生女生', '闯', '天涯', '空', '空'], ['综艺竞技游戏', '综艺类'], ['安徽广播电视台卫视频道']]
['神龙剑侠吕四娘续集', ['神龙', '剑侠', '吕四娘', '续集', '空'], ['内地电影', '电影类'], ['中央电视台电影频道']]
['于无声处', ['于无声处', '空', '空', '空', '空'], ['反特/谍战', '电视剧类'], ['中央电视台新闻综合频道']]
['大海啸之鲨口逃生', ['大', '海啸', '之', '鲨口', '逃生'], ['其它国家电影', '电影类'], ['中央电视台电影频道']]
['21天写好字的奥秘', ['21', '天写', '好', '字', '的'], ['其它类', '广告'], ['重庆电视台卫视频道']]
['世界田径挑战赛', ['世界', '田径', '挑战赛', '空', '空'], ['田径', '体育类'], ['中央电视台体育频道']]
['财富对话', ['财富', '对话', '空', '空', '空'], ['财经类', '收藏/鉴宝'], ['吉林电视台卫视频道']]
['美丽乡村好计划', ['美丽', '乡村', '好', '计划', '空'], ['专题类', '专题其它'], ['BTV-财经']]
['铁翼重生之绝境勇士', ['铁翼', '重生', '之', '绝境', '勇士'], ['内地电影', '电影类'], ['中央电视台电影频道']]
['新闻袋袋裤', ['新闻', '袋袋', '裤', '空', '空'], ['青少专题', '青少类'], ['中央电视台少儿频道']]
['小铃铛续集', ['小', '铃铛', '续集', '空', '空'], ['内地电影', '电影类'], ['中央电视台电影频道']]
['极速前进', ['极速', '前进', '空', '空', '空'], ['真人秀', '综艺类'], ['深圳市电视台卫视频道']]
['大叔我爱你', ['大叔', '我爱你', '空', '空', '空'], ['内地电影', '电影类'], ['中央电视台电影频道']]
['中国女篮系列赛', ['中国女篮', '系列赛', '空', '空', '空'], ['篮球', '体育类'], ['中央电视台体育频道']]
['我家的春秋冬夏', ['我家', '的', '春秋', '冬夏', '空'], ['都市生活', '电视剧类'], ['BTV-影视']]
['发钱寒', ['发钱', '寒', '空', '空', '空'], ['港澳台电影', '电影类'], ['广东电视台卫视频道']]
['中国少年派', ['中国', '少年', '派', '空', '空'], ['青少综艺', '青少类'], ['山东电视台卫星频道']]
['近距离击杀', ['近距离', '击杀', '空', '空', '空'], ['内地电影', '电影类'], ['中央电视台电影频道']]
['十送红军', ['十送', '红军', '空', '空', '空'], ['战争', '电视剧类'], ['中央电视台中文国际频道亚洲版']]
['烽火一九三七', ['烽火', '一九三', '七', '空', '空'], ['专题类', '专题片'], ['中央电视台军事农业频道']]
['神兵小将', ['神兵', '小将', '空', '空', '空'], ['动画', '青少类'], ['重庆电视台卫视频道']]
['黄金100秒', ['黄金', '100', '秒', '空', '空'], ['综艺其它', '真人秀'], ['中央电视台综艺频道']]
['庭审纪实', ['庭审', '纪实', '空', '空', '空'], ['法治类', '法治专题'], ['BTV-科教']]
['追踪长尾豹马修', ['追踪', '长尾', '豹马修', '空', '空'], ['其它国家电影', '电影类'], ['中央电视台电影频道']]
['秀才遇到兵首播庆典', ['秀才', '遇到', '兵', '首播', '庆典'], ['综艺其它', '综艺类'], ['北京卫视']]
['神探包青天', ['神探', '包青天', '空', '空', '空'], ['悬疑', '电视剧类'], ['重庆电视台卫视频道']]
['武僧传奇之终极一战', ['武僧', '传奇', '之', '终极', '一战'], ['内地电影', '电影类'], ['中央电视台电影频道']]
['一八九四甲午大海战', ['一八九', '四', '甲午', '大海战', '空'], ['内地电影', '电影类'], ['中央电视台电影频道']]
['加油吧新郎', ['加油', '吧', '新郎', '空', '空'], ['真人秀', '综艺类'], ['深圳市电视台卫视频道']]
['两岸迈向一带一路特别节目', ['两岸', '迈向', '一带', '一路', '特别节目'], ['新闻/时事其它', '新闻/时事类'], ['福建电视台东南卫视频道']]
['刺杀玫瑰', ['刺杀', '玫瑰', '空', '空', '空'], ['内地电影', '电影类'], ['四川广播电视台卫视频道']]
['辽宁新闻', ['辽宁', '新闻', '空', '空', '空'], ['新闻/时事类', '综合新闻'], ['辽宁广播电视台卫视频道']]
['星期天报道', ['星期天', '报道', '空', '空', '空'], ['新闻/时事其它', '新闻/时事类'], ['贵州电视台卫视频道']]
['翰墨戏韵', ['翰墨', '戏韵', '空', '空', '空'], ['专题类', '专题片'], ['中央电视台戏曲频道']]
['第一次', ['第一次', '空', '空', '空', '空'], ['内地电影', '电影类'], ['中央电视台电影频道']]
['遍地英雄', ['遍地', '英雄', '空', '空', '空'], ['战争', '电视剧类'], ['中国教育电视台综合教育频道']]
['亚冠联赛', ['亚冠', '联赛', '空', '空', '空'], ['足球', '体育类'], ['BTV-体育']]
['铁血娇娃', ['铁血', '娇娃', '空', '空', '空'], ['内地电影', '电影类'], ['中央电视台电影频道']]
['艾可魔法少女', ['艾可', '魔法', '少女', '空', '空'], ['动画', '青少类'], ['中央电视台少儿频道']]
['古今大战秦俑情', ['古今', '大战', '秦俑情', '空', '空'], ['内地电影', '电影类'], ['中央电视台电影频道']]
['星推荐', ['星', '推荐', '空', '空', '空'], ['综艺其它', '综艺类'], ['中央电视台电视剧频道']]
['机械师', ['机械师', '空', '空', '空', '空'], ['其它国家电影', '电影类'], ['中央电视台电影频道']]
['我心永恒配乐大师詹姆斯霍纳纪念音乐会', ['我心', '永恒', '配乐', '大师', '詹姆斯'], ['音乐类', '音乐会'], ['中央电视台音乐频道']]
['好汉花荣', ['好汉', '花荣', '空', '空', '空'], ['内地电影', '电影类'], ['四川广播电视台卫视频道']]
['情侣们', ['情侣', '们', '空', '空', '空'], ['亚洲国家电影', '电影类'], ['中央电视台电影频道']]
['妻子的谎言', ['妻子', '的', '谎言', '空', '空'], ['爱情言情', '电视剧类'], ['黑龙江电视台卫视频道']]
['幸运七乐彩', ['幸运', '七乐彩', '空', '空', '空'], ['电视开奖', '生活服务类'], ['中国教育电视台综合教育频道']]
['京张心连心大型文艺演出', ['京张', '心连心', '大型', '文艺演出', '空'], ['综艺晚会', '综艺类'], ['BTV-文艺']]
['火线追凶系列电影', ['火线', '追凶', '系列', '电影', '空'], ['内地电影', '电影类'], ['中央电视台电影频道']]
['中国大学生五人制足球联赛', ['中国', '大学生', '五人制', '足球联赛', '空'], ['足球', '体育类'], ['BTV-体育']]
['大局', ['大局', '空', '空', '空', '空'], ['内地电影', '电影类'], ['中央电视台电影频道']]
['中华龙舟大赛', ['中华', '龙舟', '大赛', '空', '空'], ['体育类', '冰上/水上运动'], ['中央电视台体育频道']]
['长颈鹿扎拉法', ['长颈鹿', '扎拉', '法', '空', '空'], ['电影其它', '电影类'], ['中央电视台电影频道']]
['数学荒岛历险记第三部', ['数学', '荒岛', '历险记', '第三部', '空'], ['动画', '青少类'], ['中央电视台少儿频道']]
['中国远征军', ['中国', '远征军', '空', '空', '空'], ['战争', '电视剧类'], ['江苏电视台新闻综合卫视频道']]
['夫仇记', ['夫仇记', '空', '空', '空', '空'], ['内地电影', '电影类'], ['四川广播电视台卫视频道']]
['天津闲人', ['天津', '闲人', '空', '空', '空'], ['内地电影', '电影类'], ['中央电视台电影频道']]
['苍狼', ['苍狼', '空', '空', '空', '空'], ['战争', '电视剧类'], ['云南电视台卫视频道']]
['大道通天', ['大道', '通天', '空', '空', '空'], ['近代传奇', '电视剧类'], ['辽宁广播电视台卫视频道']]
['我的母亲', ['我', '的', '母亲', '空', '空'], ['内地电影', '电影类'], ['中央电视台电影频道']]
['最美的你', ['最美', '的', '你', '空', '空'], ['其它类', '广告'], ['山东电视台卫星频道']]
['财富收藏之元青花', ['财富', '收藏', '之', '元青花', '空'], ['其它类', '广告'], ['黑龙江电视台卫视频道']]
['纹枰论道', ['纹', '枰', '论道', '空', '空'], ['棋牌', '体育类'], ['中央电视台体育频道']]
['百集相声小品', ['百集', '相声小品', '空', '空', '空'], ['单项艺术', '综艺类'], ['甘肃电视台卫视频道']]
['明星欢乐汇', ['明星', '欢乐', '汇', '空', '空'], ['单项艺术', '综艺类'], ['北京电视台高清频道']]
['大凉山传奇', ['大凉山', '传奇', '空', '空', '空'], ['内地电影', '电影类'], ['中央电视台电影频道']]
['拍宝', ['拍宝', '空', '空', '空', '空'], ['财经类', '收藏/鉴宝'], ['BTV-财经']]
['真相', ['真相', '空', '空', '空', '空'], ['法治专题', '专题类'], ['中央电视台科教频道']]
['晚晴', ['晚晴', '空', '空', '空', '空'], ['专题类', '专题其它'], ['BTV-科教']]
['花样姐姐', ['花样', '姐姐', '空', '空', '空'], ['真人秀', '综艺类'], ['上海广播电视台东方卫视频道']]
['重案六组第三部', ['重案', '六组', '第三部', '空', '空'], ['警匪', '电视剧类'], ['山西广播电视台卫视频道']]
['第一伞兵队', ['第一', '伞兵', '队', '空', '空'], ['战争', '电视剧类'], ['中央电视台电视剧频道']]
['频道包装', ['频道', '包装', '空', '空', '空'], ['其它类', '电视台包装'], ['BTV-体育']]
['谁是挑战王', ['谁', '是', '挑战王', '空', '空'], ['真人秀', '综艺类'], ['中央电视台新闻综合频道']]
['空中看北京', ['空中', '看', '北京', '空', '空'], ['欣赏', '专题类'], ['北京电视台高清频道']]
['风语', ['风语', '空', '空', '空', '空'], ['战争', '电视剧类'], ['甘肃电视台卫视频道']]
['中华之光讲堂', ['中华', '之光', '讲堂', '空', '空'], ['教学类', '课堂/讲座'], ['中央电视台中文国际频道亚洲版']]
['怀特霍尔街上的长筒靴', ['怀特', '霍尔', '街上', '的', '长筒靴'], ['其它国家电影', '电影类'], ['中央电视台电影频道']]
['小偷遇贼', ['小偷', '遇贼', '空', '空', '空'], ['其它国家电影', '电影类'], ['中央电视台电影频道']]
['大熔炉', ['大', '熔炉', '空', '空', '空'], ['军旅生活', '电视剧类'], ['BTV-影视']]
['富贵逼人', ['富贵逼人', '空', '空', '空', '空'], ['港澳台电影', '电影类'], ['广东电视台卫视频道']]
['体育在线', ['体育', '在线', '空', '空', '空'], ['体育专题', '体育类'], ['中央电视台中文国际频道亚洲版']]
['大侠阿吉', ['大侠', '阿吉', '空', '空', '空'], ['内地电影', '电影类'], ['中央电视台电影频道']]
['伪装者', ['伪装者', '空', '空', '空', '空'], ['反特/谍战', '电视剧类'], ['湖南广播电视台卫视频道']]
['紫香槐下', ['紫香槐', '下', '空', '空', '空'], ['内地电影', '电影类'], ['山东电视台卫星频道']]
['创业好商机', ['创业', '好', '商机', '空', '空'], ['投资/理财', '财经类'], ['湖北电视台卫视频道']]
['如果爱', ['如果', '爱', '空', '空', '空'], ['真人秀', '综艺类'], ['湖北电视台卫视频道']]
['防抗苏迪罗特别报道', ['防抗', '苏迪罗', '特别', '报道', '空'], ['新闻/时事类', '大型新闻事件'], ['浙江电视台卫视频道']]
['叮咯咙咚呛', ['叮咯咙', '咚', '呛', '空', '空'], ['真人秀', '综艺类'], ['中央电视台综艺频道']]
['武工队传奇', ['武工队', '传奇', '空', '空', '空'], ['战争', '电视剧类'], ['黑龙江电视台卫视频道']]
['拖错车', ['拖', '错车', '空', '空', '空'], ['港澳台电影', '电影类'], ['BTV-影视']]
['名医王家怀血液治白第一人', ['名医', '王家', '怀', '血液', '治白'], ['其它类', '广告'], ['江西电视台卫视频道']]
['罗密欧与朱丽叶', ['罗密欧', '与', '朱丽叶', '空', '空'], ['其它国家电影', '电影类'], ['中央电视台电影频道']]
['精彩延庆喜迎瑞午大型直播报道', ['精彩', '延庆', '喜迎', '瑞午', '大型'], ['专题类', '专题其它'], ['BTV-新闻']]
['非常向上', ['非常', '向上', '空', '空', '空'], ['专题类', '访谈'], ['BTV-科教']]
['美泉宫之夜夏季音乐会', ['美泉宫', '之夜', '夏季', '音乐会', '空'], ['音乐类', '音乐会'], ['中央电视台音乐频道']]
['一线缉毒', ['一线', '缉毒', '空', '空', '空'], ['内地电影', '电影类'], ['中央电视台电影频道']]
['旋风小子', ['旋风', '小子', '空', '空', '空'], ['港澳台电影', '电影类'], ['中央电视台电影频道']]
['生死情缘', ['生死', '情缘', '空', '空', '空'], ['内地电影', '电影类'], ['中央电视台电影频道']]
['摩纳哥王妃', ['摩纳哥', '王妃', '空', '空', '空'], ['其它国家电影', '电影类'], ['中央电视台电影频道']]
['至尊一剑', ['至尊', '一剑', '空', '空', '空'], ['港澳台电影', '电影类'], ['广东电视台卫视频道']]
['铁流1949', ['铁流', '1949', '空', '空', '空'], ['内地电影', '电影类'], ['中央电视台电影频道']]
['魁拔第二部', ['魁拔', '第二部', '空', '空', '空'], ['内地电影', '电影类'], ['中央电视台电影频道']]
['大耳朵图图第四部', ['大', '耳朵', '图', '图', '第四部'], ['动画', '青少类'], ['湖南广播电视台金鹰卡通频道']]
['可乐狗', ['可乐', '狗', '空', '空', '空'], ['动画', '青少类'], ['中央电视台少儿频道']]
['我们的偶像', ['我们', '的', '偶像', '空', '空'], ['专题类', '专题片'], ['湖南广播电视台卫视频道']]
['百变机兽之洛洛历险记', ['百变', '机兽', '之洛洛', '历险记', '空'], ['动画', '青少类'], ['中央电视台少儿频道']]
['残缺', ['残缺', '空', '空', '空', '空'], ['港澳台电影', '电影类'], ['BTV-影视']]
['快乐下午茶', ['快乐', '下午茶', '空', '空', '空'], ['综艺其它', '综艺类'], ['BTV-青年']]
['表错7日情', ['表错', '7', '日情', '空', '空'], ['港澳台电影', '电影类'], ['BTV-影视']]
